Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle,Is Peak Hour,Code Description
2025-01-30,05:44,Thursday,EGLINTON,PUSAC,5,10,N,Line 1 Yonge-University,5416,False,Signals Axle Counter Block Failure
2025-01-30,05:59,Thursday,KING,PUTR,6,0,S,Line 1 Yonge-University,5816,False,Rail Related Problem
2025-01-30,08:17,Thursday,EGLINTON WEST,PUOPO,4,7,N,Line 1 Yonge-University,5441,True,OPTO (COMMS) Train Door Monitoring
2025-01-30,08:40,Thursday,ROSEDALE,MUI,8,10,S,Line 1 Yonge-University,5866,True,Injured or ill Customer (On Train) - Transported
2025-01-30,09:45,Thursday,BLOOR,MUIR,3,8,S,Line 1 Yonge-University,5491,False,Injured or ill Customer (On Train) - Medical Aid Refused
2025-01-30,09:47,Thursday,SUMMERHILL,SUDP,7,12,N,Line 1 Yonge-University,5446,False,Disorderly Patron
2025-01-30,11:42,Thursday,KEELE,MUTO,4,8,W,Line 2 Bloor-Danforth,5104,False,Misc. Transportation Other - Employee Non-Chargeable
2025-01-30,13:08,Thursday,GREENWOOD,MUIR,9,13,E,Line 2 Bloor-Danforth,5113,False,Injured or ill Customer (On Train) - Medical Aid Refused
2025-01-30,14:40,Thursday,WELLESLEY,MUPAA,3,7,S,Line 1 Yonge-University,5716,False,Passenger Assistance Alarm Activated - No Trouble Found
2025-01-30,14:48,Thursday,LANSDOWNE,SUDP,4,8,E,Line 2 Bloor-Danforth,5059,False,Disorderly Patron
2025-01-30,15:03,Thursday,YONGE BD,SUDP,4,8,E,Line 2 Bloor-Danforth,5059,False,Disorderly Patron
2025-01-30,15:05,Thursday,VAUGHAN MC,TUSET,3,7,S,Line 1 Yonge-University,5736,False,Train Controls Improperly Shut Down
2025-01-30,16:00,Thursday,ST CLAIR,SUDP,4,8,N,Line 1 Yonge-University,5381,True,Disorderly Patron
2025-01-30,16:30,Thursday,LANSDOWNE,MUTD,3,6,E,Line 2 Bloor-Danforth,5104,True,Training Department Related Delays
2025-01-30,16:33,Thursday,VICTORIA PARK,SUDP,4,7,W,Line 2 Bloor-Danforth,5042,True,Disorderly Patron
2025-01-30,16:42,Thursday,ST PATRICK,MUIR,13,17,N,Line 1 Yonge-University,6086,True,Injured or ill Customer (On Train) - Medical Aid Refused
2025-01-30,17:32,Thursday,WILSON,EUDO,6,9,N,Line 1 Yonge-University,5971,True,Door Problems - Faulty Equipment
2025-01-30,17:39,Thursday,ST GEORGE BD,SUDP,3,6,E,Line 2 Bloor-Danforth,5137,True,Disorderly Patron
2025-01-30,17:40,Thursday,SHEPPARD WEST,EUDO,6,10,N,Line 1 Yonge-University,5971,True,Door Problems - Faulty Equipment
2025-01-30,18:14,Thursday,FINCH,SUO,10,14,N,Line 1 Yonge-University,5536,True,Passenger Other
2025-01-30,18:47,Thursday,UNION,SUO,5,8,N,Line 1 Yonge-University,5911,True,Passenger Other
2025-01-30,19:57,Thursday,BROADVIEW,SUDP,28,33,W,Line 2 Bloor-Danforth,5235,False,Disorderly Patron
2025-01-30,20:03,Thursday,KENNEDY BD,TUO,5,10,W,Line 2 Bloor-Danforth,5344,False,Transportation Department - Other
2025-01-31,02:02,Friday,WARDEN,SUDP,3,8,E,Line 2 Bloor-Danforth,5261,False,Disorderly Patron
2025-01-31,05:53,Friday,KEELE,TUNIP,4,7,W,Line 2 Bloor-Danforth,5102,False,Operator Not In Position
2025-01-31,05:56,Friday,EGLINTON,PUTO,5,10,N,Line 1 Yonge-University,5506,False,T&S Other
2025-01-31,05:59,Friday,KING,PUTR,10,0,S,Line 1 Yonge-University,6101,False,Rail Related Problem
2025-01-31,06:11,Friday,YORKDALE,PUOPO,16,19,S,Line 1 Yonge-University,5586,False,OPTO (COMMS) Train Door Monitoring
2025-01-31,07:35,Friday,LAWRENCE,MUPAA,3,6,S,Line 1 Yonge-University,5996,True,Passenger Assistance Alarm Activated - No Trouble Found
2025-01-31,08:04,Friday,FINCH,MUATC,3,6,S,Line 1 Yonge-University,5426,True,ATC Project
2025-01-31,10:26,Friday,UNION STATION (TO ST A,MUATC,4,8,N,Line 1 Yonge-University,5631,False,ATC Project
2025-01-31,11:54,Friday,YORKDALE,PUSO,6,11,S,Line 1 Yonge-University,5656,False,S/E/C Department Other
2025-01-31,11:56,Friday,BATHURST,MUI,34,38,W,Line 2 Bloor-Danforth,5116,False,Injured or ill Customer (On Train) - Transported
2025-01-31,12:00,Friday,BLOOR,SUDP,3,8,N,Line 1 Yonge-University,5446,False,Disorderly Patron
2025-01-31,12:28,Friday,COLLEGE,MUPAA,3,8,S,Line 1 Yonge-University,5826,False,Passenger Assistance Alarm Activated - No Trouble Found
2025-01-31,12:46,Friday,BLOOR,SUO,8,12,S,Line 1 Yonge-University,5446,False,Passenger Other
2025-01-31,12:53,Friday,YONGE BD,SUO,3,7,W,Line 2 Bloor-Danforth,5102,False,Passenger Other
2025-01-31,13:42,Friday,DAVISVILLE,SUDP,4,8,N,Line 1 Yonge-University,5741,False,Disorderly Patron
2025-01-31,14:04,Friday,ST GEORGE YUS,SUAE,6,10,N,Line 1 Yonge-University,5676,False,Assault / Employee Involved
2025-01-31,14:15,Friday,LAWRENCE,MUI,5,9,S,Line 1 Yonge-University,6121,False,Injured or ill Customer (On Train) - Transported
2025-01-31,14:32,Friday,YORK MILLS,SUDP,9,13,N,Line 1 Yonge-University,5391,False,Disorderly Patron
2025-01-31,14:57,Friday,YORKDALE,SUAP,16,20,N,Line 1 Yonge-University,6011,False,Assault / Patron Involved
2025-01-31,14:59,Friday,BLOOR,SUO,3,6,N,Line 1 Yonge-University,5875,False,Passenger Other
2025-01-31,15:00,Friday,FINCH,MUIR,3,7,N,Line 1 Yonge-University,5701,False,Injured or ill Customer (On Train) - Medical Aid Refused
2025-01-31,15:09,Friday,CASTLE FRANK,SUDP,7,11,W,Line 2 Bloor-Danforth,5235,False,Disorderly Patron
2025-01-31,15:09,Friday,LAWRENCE WEST,TUO,32,36,S,Line 1 Yonge-University,5766,False,Transportation Department - Other
2025-01-31,16:01,Friday,ROYAL YORK,PUSRA,8,11,E,Line 2 Bloor-Danforth,5341,True,Subway Radio System Fault 
2025-01-31,17:06,Friday,ROYAL YORK,MUIR,3,6,W,Line 2 Bloor-Danforth,5246,True,Injured or ill Customer (On Train) - Medical Aid Refused
2025-01-31,17:45,Friday,QUEEN,SUEAS,12,15,S,Line 1 Yonge-University,5511,True,Emergency Alarm Station Activation
2025-01-31,17:54,Friday,SHEPPARD WEST,MUIR,3,6,N,Line 1 Yonge-University,5671,True,Injured or ill Customer (On Train) - Medical Aid Refused
2025-01-31,18:09,Friday,KIPLING,EUDO,6,9,E,Line 2 Bloor-Danforth,5243,True,Door Problems - Faulty Equipment
2025-01-31,20:08,Friday,KENNEDY BD,SUDP,3,6,,Line 2 Bloor-Danforth,5358,False,Disorderly Patron
2025-01-31,21:07,Friday,UNION STATION TO KING,MUD,4,8,N,Line 1 Yonge-University,5601,False,Door Problems - Passenger Related
2025-01-31,21:35,Friday,PAPE,SUDP,9,14,E,Line 2 Bloor-Danforth,5160,False,Disorderly Patron
2025-01-31,21:46,Friday,DAVISVILLE,MUIR,3,7,N,Line 1 Yonge-University,5621,False,Injured or ill Customer (On Train) - Medical Aid Refused
2025-01-31,21:49,Friday,DONLANDS,SUDP,6,11,E,Line 2 Bloor-Danforth,5160,False,Disorderly Patron
2025-01-31,01:08,Friday,SPADINA BD,SUDP,9,14,W,Line 2 Bloor-Danforth,5172,False,Disorderly Patron
2025-01-31,01:28,Friday,ST GEORGE YUS,MUSAN,6,12,N,Line 1 Yonge-University,6086,False,Unsanitary Vehicle
2025-01-31,19:34,Friday,BAYVIEW,EUSC,6,13,E,Line 4 Sheppard,6181,False,Speed Control Equipment  
2025-02-01,05:53,Saturday,KIPLING,SUG,6,12,E,Line 2 Bloor-Danforth,5091,False,Graffiti / Scratchiti
2025-02-01,06:14,Saturday,SPADINA YUS,PUOPO,16,0,N,Line 1 Yonge-University,5906,False,OPTO (COMMS) Train Door Monitoring
2025-02-01,06:26,Saturday,SPADINA YUS,TUCC,5,10,S,Line 1 Yonge-University,5821,False,Transit Control Related Problems
2025-02-01,06:32,Saturday,DUPONT,PUOPO,6,12,N,Line 1 Yonge-University,5906,False,OPTO (COMMS) Train Door Monitoring
2025-02-01,10:28,Saturday,KENNEDY BD,MUSAN,6,11,W,Line 2 Bloor-Danforth,5021,False,Unsanitary Vehicle
2025-02-01,10:31,Saturday,ST CLAIR,SUDP,6,12,N,Line 1 Yonge-University,5516,False,Disorderly Patron
2025-02-01,11:04,Saturday,LAWRENCE,SUDP,8,14,N,Line 1 Yonge-University,5516,False,Disorderly Patron
2025-02-01,13:32,Saturday,WELLESLEY,MUPAA,3,9,N,Line 1 Yonge-University,5676,False,Passenger Assistance Alarm Activated - No Trouble Found
2025-02-01,13:42,Saturday,ISLINGTON,SUDP,3,7,E,Line 2 Bloor-Danforth,5089,False,Disorderly Patron
2025-02-01,14:40,Saturday,KIPLING,TUNIP,4,8,E,Line 2 Bloor-Danforth,5167,False,Operator Not In Position
2025-02-01,15:02,Saturday,SPADINA BD,MUIS,5,9,W,Line 2 Bloor-Danforth,5148,False,Injured or ill Customer (In Station) - Transported
2025-02-01,16:08,Saturday,ROYAL YORK,MUO,4,8,W,Line 2 Bloor-Danforth,5278,True,Miscellaneous Other
2025-02-01,16:21,Saturday,KIPLING,TUO,4,8,W,Line 2 Bloor-Danforth,5159,True,Transportation Department - Other
2025-02-01,16:35,Saturday,WELLESLEY,SUDP,8,14,S,Line 1 Yonge-University,5546,True,Disorderly Patron
2025-02-01,16:57,Saturday,KIPLING,TUO,4,8,W,Line 2 Bloor-Danforth,5278,True,Transportation Department - Other
2025-02-01,17:06,Saturday,DUNDAS,MUO,8,14,N,Line 1 Yonge-University,5546,True,Miscellaneous Other
2025-02-01,17:18,Saturday,WELLESLEY,PUOPO,3,9,N,Line 1 Yonge-University,5541,True,OPTO (COMMS) Train Door Monitoring
2025-02-01,17:33,Saturday,DAVISVILLE,MUPAA,3,9,N,Line 1 Yonge-University,5541,True,Passenger Assistance Alarm Activated - No Trouble Found
2025-02-01,17:57,Saturday,DUNDAS,MUPAA,5,11,S,Line 1 Yonge-University,6011,True,Passenger Assistance Alarm Activated - No Trouble Found
2025-02-01,19:12,Saturday,ST GEORGE YUS,MUD,3,9,S,Line 1 Yonge-University,5461,False,Door Problems - Passenger Related
2025-02-01,20:22,Saturday,GLENCAIRN,SUDP,15,21,N,Line 1 Yonge-University,6001,False,Disorderly Patron
2025-02-01,21:03,Saturday,WELLESLEY,SUDP,5,11,S,Line 1 Yonge-University,5511,False,Disorderly Patron
2025-02-01,22:34,Saturday,ST CLAIR,MUIS,16,22,N,Line 1 Yonge-University,6016,False,Injured or ill Customer (In Station) - Transported
2025-02-01,22:58,Saturday,HIGH PARK,SUDP,17,23,E,Line 2 Bloor-Danforth,5192,False,Disorderly Patron
2025-02-01,00:43,Saturday,BLOOR,SUDP,6,12,N,Line 1 Yonge-University,5516,False,Disorderly Patron
2025-02-02,08:23,Sunday,DUNDAS WEST,SUDP,3,12,E,Line 2 Bloor-Danforth,5218,True,Disorderly Patron
2025-02-02,09:07,Sunday,KENNEDY BD,MUO,4,8,W,Line 2 Bloor-Danforth,5318,False,Miscellaneous Other
2025-02-02,10:43,Sunday,KIPLING,MUSAN,3,7,E,Line 2 Bloor-Danforth,5286,False,Unsanitary Vehicle
2025-02-02,11:37,Sunday,KENNEDY BD,MUSAN,3,7,W,Line 2 Bloor-Danforth,5286,False,Unsanitary Vehicle
2025-02-02,11:39,Sunday,COLLEGE,SUDP,14,20,S,Line 1 Yonge-University,5511,False,Disorderly Patron
2025-02-02,12:10,Sunday,ST ANDREW,SUDP,3,9,S,Line 1 Yonge-University,5676,False,Disorderly Patron
2025-02-02,12:54,Sunday,HIGHWAY 407,PUOPO,3,9,N,Line 1 Yonge-University,6061,False,OPTO (COMMS) Train Door Monitoring
2025-02-02,13:29,Sunday,YONGE BD,SUDP,4,9,E,Line 2 Bloor-Danforth,5121,False,Disorderly Patron
2025-02-02,13:41,Sunday,MAIN STREET,EUTM,3,9,E,Line 2 Bloor-Danforth,5265,False,Traction Motors
2025-02-02,15:44,Sunday,DUNDAS,SUDP,3,9,N,Line 1 Yonge-University,5801,False,Disorderly Patron
2025-02-02,16:27,Sunday,KENNEDY BD,MUSAN,3,8,E,Line 2 Bloor-Danforth,5080,True,Unsanitary Vehicle
2025-02-02,17:18,Sunday,KIPLING,SUDP,4,8,E,Line 2 Bloor-Danforth,5207,True,Disorderly Patron
2025-02-02,17:41,Sunday,YONGE BD,SUDP,4,9,W,Line 2 Bloor-Danforth,5174,True,Disorderly Patron
2025-02-02,17:47,Sunday,ST ANDREW,EUO,6,12,S,Line 1 Yonge-University,5541,True,RC&S Other
2025-02-02,17:54,Sunday,FINCH,PUATC,6,12,S,Line 1 Yonge-University,6041,True,ATC Signals Other
2025-02-02,22:34,Sunday,ST ANDREW,SUDP,6,12,S,Line 1 Yonge-University,5801,False,Disorderly Patron
2025-02-02,00:33,Sunday,DAVISVILLE,MUPAA,4,12,S,Line 1 Yonge-University,5441,False,Passenger Assistance Alarm Activated - No Trouble Found
2025-02-02,01:20,Sunday,ST ANDREW,PUATC,6,12,N,Line 1 Yonge-University,5446,False,ATC Signals Other
2025-02-02,01:29,Sunday,UNION,MUPAA,3,6,S,Line 1 Yonge-University,5396,False,Passenger Assistance Alarm Activated - No Trouble Found
2025-02-02,01:37,Sunday,LANSDOWNE,MUSAN,6,12,E,Line 2 Bloor-Danforth,5281,False,Unsanitary Vehicle
2025-02-03,05:38,Monday,YORK MILLS,EUNEA,4,0,N,Line 1 Yonge-University,5681,False,No Equipment Available
2025-02-03,05:38,Monday,EGLINTON,EUNEA,4,0,N,Line 1 Yonge-University,5391,False,No Equipment Available
2025-02-03,05:49,Monday,ST CLAIR,SUDP,3,0,S,Line 1 Yonge-University,6091,False,Disorderly Patron
2025-02-03,05:59,Monday,KING,PUTR,10,0,S,Line 1 Yonge-University,6091,False,Rail Related Problem
2025-02-03,06:23,Monday,DONLANDS,SUG,3,6,W,Line 2 Bloor-Danforth,5220,False,Graffiti / Scratchiti
2025-02-03,06:38,Monday,BATHURST,MUIR,3,8,E,Line 2 Bloor-Danforth,5163,False,Injured or ill Customer (On Train) - Medical Aid Refused
2025-02-03,07:02,Monday,EGLINTON,PUOPO,3,6,S,Line 1 Yonge-University,5586,True,OPTO (COMMS) Train Door Monitoring
2025-02-03,07:12,Monday,ST CLAIR,PUOPO,4,7,S,Line 1 Yonge-University,5586,True,OPTO (COMMS) Train Door Monitoring
2025-02-03,07:28,Monday,WELLESLEY,PUOPO,7,10,S,Line 1 Yonge-University,5586,True,OPTO (COMMS) Train Door Monitoring
2025-02-03,07:38,Monday,OSGOODE,MUO,5,8,S,Line 1 Yonge-University,5641,True,Miscellaneous Other
2025-02-03,08:32,Monday,WELLESLEY,MUPAA,4,6,S,Line 1 Yonge-University,5816,True,Passenger Assistance Alarm Activated - No Trouble Found
2025-02-03,09:10,Monday,FINCH,EUATC,4,6,S,Line 1 Yonge-University,5606,False,ATC RC&S Equipment
2025-02-03,09:51,Monday,ROSEDALE,MUIR,9,12,S,Line 1 Yonge-University,5971,False,Injured or ill Customer (On Train) - Medical Aid Refused
2025-02-03,09:52,Monday,DUPONT,SUDP,15,19,S,Line 1 Yonge-University,5741,False,Disorderly Patron
2025-02-03,10:39,Monday,QUEEN,SUO,3,8,S,Line 1 Yonge-University,5791,False,Passenger Other
2025-02-03,13:31,Monday,FINCH,EUO,3,7,S,Line 1 Yonge-University,5426,False,RC&S Other
2025-02-03,13:42,Monday,DUPONT,MUPAA,4,9,N,Line 1 Yonge-University,5706,False,Passenger Assistance Alarm Activated - No Trouble Found
2025-02-03,14:47,Monday,COXWELL,SUUT,7,10,E,Line 2 Bloor-Danforth,5139,False,Unauthorized at Track Level
2025-02-03,15:58,Monday,FINCH,SUDP,4,8,S,Line 1 Yonge-University,5706,False,Disorderly Patron
2025-02-03,16:32,Monday,MAIN STREET,MUIR,14,17,E,Line 2 Bloor-Danforth,5080,True,Injured or ill Customer (On Train) - Medical Aid Refused
2025-02-03,17:19,Monday,YONGE BD,EUDO,3,6,E,Line 2 Bloor-Danforth,5208,True,Door Problems - Faulty Equipment
2025-02-03,17:24,Monday,SHEPPARD,SUUT,4,8,S,Line 1 Yonge-University,6501,True,Unauthorized at Track Level
2025-02-03,18:50,Monday,GREENWOOD,SUUT,4,8,W,Line 2 Bloor-Danforth,5344,True,Unauthorized at Track Level
2025-02-03,19:53,Monday,ST GEORGE BD,SUDP,6,11,W,Line 2 Bloor-Danforth,5016,False,Disorderly Patron
2025-02-03,20:48,Monday,FINCH,SUO,15,19,S,Line 1 Yonge-University,6073,False,Passenger Other
2025-02-03,20:51,Monday,SPADINA BD,MUSAN,4,9,E,Line 2 Bloor-Danforth,5336,False,Unsanitary Vehicle
2025-02-03,22:59,Monday,SHEPPARD,SUDP,9,14,N,Line 1 Yonge-University,5541,False,Disorderly Patron
2025-02-03,00:44,Monday,MUSEUM,SUDP,6,12,N,Line 1 Yonge-University,5781,False,Disorderly Patron
2025-02-03,01:11,Monday,PAPE,SUAE,22,27,E,Line 2 Bloor-Danforth,5083,False,Assault / Employee Involved
2025-02-03,01:27,Monday,SHEPPARD WEST,SUDP,20,25,S,Line 1 Yonge-University,5682,False,Disorderly Patron
2025-02-03,02:01,Monday,DON MILLS,MUI,7,14,,Line 4 Sheppard,6186,False,Injured or ill Customer (On Train) - Transported
2025-02-03,12:49,Monday,DON MILLS,MUPAA,4,11,E,Line 4 Sheppard,6191,False,Passenger Assistance Alarm Activated - No Trouble Found
2025-02-03,13:30,Monday,BAYVIEW,SUDP,6,13,E,Line 4 Sheppard,6191,False,Disorderly Patron
2025-02-03,18:24,Monday,DON MILLS,TUCC,4,11,E,Line 4 Sheppard,6166,True,Transit Control Related Problems
2025-02-04,05:31,Tuesday,FINCH,PUTWZ,52,0,S,Line 1 Yonge-University,6011,False,Work Zone Problems - Track
2025-02-04,05:38,Tuesday,YORK MILLS,PUTWZ,55,0,N,Line 1 Yonge-University,5896,False,Work Zone Problems - Track
2025-02-04,05:39,Tuesday,EGLINTON,PUTWZ,40,0,N,Line 1 Yonge-University,5496,False,Work Zone Problems - Track
2025-02-04,05:54,Tuesday,KIPLING,SUG,7,14,E,Line 2 Bloor-Danforth,5167,False,Graffiti / Scratchiti
2025-02-04,07:16,Tuesday,YONGE BD,MUDD,4,6,W,Line 2 Bloor-Danforth,5155,True,Door Problems - Debris Related
2025-02-04,07:27,Tuesday,SUMMERHILL,MUIR,3,6,S,Line 1 Yonge-University,5866,True,Injured or ill Customer (On Train) - Medical Aid Refused
2025-02-04,08:02,Tuesday,BLOOR,SUDP,5,7,N,Line 1 Yonge-University,5752,True,Disorderly Patron
2025-02-04,10:37,Tuesday,UNION,MUSAN,5,10,S,Line 1 Yonge-University,5686,False,Unsanitary Vehicle
2025-02-04,11:52,Tuesday,KIPLING,MUO,6,10,E,Line 2 Bloor-Danforth,5067,False,Miscellaneous Other
2025-02-04,12:06,Tuesday,WARDEN,MUO,9,13,W,Line 2 Bloor-Danforth,5263,False,Miscellaneous Other
2025-02-04,16:30,Tuesday,ST CLAIR WEST,MUIR,4,8,N,Line 1 Yonge-University,5546,True,Injured or ill Customer (On Train) - Medical Aid Refused
2025-02-04,16:57,Tuesday,ST. CLAIR WEST,PUOPO,8,11,S,Line 1 Yonge-University,6066,True,OPTO (COMMS) Train Door Monitoring
2025-02-04,17:48,Tuesday,EGLINTON,MUPAA,3,6,N,Line 1 Yonge-University,6091,True,Passenger Assistance Alarm Activated - No Trouble Found
2025-02-04,19:34,Tuesday,KIPLING,MUTO,4,8,W,Line 2 Bloor-Danforth,5159,False,Misc. Transportation Other - Employee Non-Chargeable
2025-02-04,21:47,Tuesday,SUMMERHILL,SUDP,5,10,S,Line 1 Yonge-University,5896,False,Disorderly Patron
2025-02-04,22:39,Tuesday,LAWRENCE,PUOPO,11,17,S,Line 1 Yonge-University,5401,False,OPTO (COMMS) Train Door Monitoring
2025-02-04,22:56,Tuesday,EGLINTON,PUOPO,4,10,S,Line 1 Yonge-University,5401,False,OPTO (COMMS) Train Door Monitoring
2025-02-04,01:25,Tuesday,WARDEN,MUI,20,25,E,Line 2 Bloor-Danforth,5237,False,Injured or ill Customer (On Train) - Transported
2025-02-04,08:31,Tuesday,SHEPPARD-YONGE,PUSO,8,15,W,Line 4 Sheppard,6161,True,S/E/C Department Other
2025-02-05,05:31,Wednesday,FINCH,PUTWZ,19,0,S,Line 1 Yonge-University,5791,False,Work Zone Problems - Track
2025-02-05,05:46,Wednesday,DONLANDS,MUSC,4,9,W,Line 2 Bloor-Danforth,5307,False,Miscellaneous Speed Control
2025-02-05,05:47,Wednesday,KEELE,SUG,3,6,W,Line 2 Bloor-Danforth,5344,False,Graffiti / Scratchiti
2025-02-05,05:49,Wednesday,GREENWOOD,TUO,5,10,E,Line 2 Bloor-Danforth,5363,False,Transportation Department - Other
2025-02-05,06:18,Wednesday,EGLINTON,PUTWZ,5,0,N,Line 1 Yonge-University,5831,False,Work Zone Problems - Track
2025-02-05,07:03,Wednesday,ST GEORGE BD,TUMVS,4,6,E,Line 2 Bloor-Danforth,5105,True,Operator Violated Signal
2025-02-05,07:06,Wednesday,FINCH,EUBK,4,7,S,Line 1 Yonge-University,5631,True,Brakes
2025-02-05,07:07,Wednesday,BAY,TUO,3,6,E,Line 2 Bloor-Danforth,5105,True,Transportation Department - Other
2025-02-05,09:15,Wednesday,EGLINTON,SUDP,3,6,N,Line 1 Yonge-University,6022,False,Disorderly Patron
2025-02-05,13:16,Wednesday,DOWNSVIEW PARK,SUDP,4,8,S,Line 1 Yonge-University,5441,False,Disorderly Patron
2025-02-05,14:09,Wednesday,SUMMERHILL,SUDP,24,28,S,Line 1 Yonge-University,5456,False,Disorderly Patron
2025-02-05,15:19,Wednesday,ST GEORGE BD,EUME,5,9,W,Line 2 Bloor-Danforth,5083,False,RC&S Maintenance Error - (Human)
2025-02-05,15:35,Wednesday,WARDEN,MUIR,27,31,E,Line 2 Bloor-Danforth,5286,False,Injured or ill Customer (On Train) - Medical Aid Refused
2025-02-05,18:03,Wednesday,KIPLING,MUDD,3,6,E,Line 2 Bloor-Danforth,5089,True,Door Problems - Debris Related
2025-02-05,18:34,Wednesday,KIPLING,SUDP,3,6,W,Line 2 Bloor-Danforth,5061,True,Disorderly Patron
2025-02-05,20:14,Wednesday,COXWELL,SUDP,3,8,W,Line 2 Bloor-Danforth,5148,False,Disorderly Patron
2025-02-05,20:18,Wednesday,MAIN STREET,MUPAA,3,8,W,Line 2 Bloor-Danforth,5091,False,Passenger Assistance Alarm Activated - No Trouble Found
2025-02-05,20:38,Wednesday,BATHURST,SUDP,5,9,W,Line 2 Bloor-Danforth,5148,False,Disorderly Patron
2025-02-05,00:43,Wednesday,BLOOR,MUPAA,13,19,N,Line 1 Yonge-University,5766,False,Passenger Assistance Alarm Activated - No Trouble Found
2025-02-05,01:06,Wednesday,BLOOR,SUDP,4,10,N,Line 1 Yonge-University,0,False,Disorderly Patron
2025-02-06,05:40,Thursday,KENNEDY BD,PUEO,3,0,W,Line 2 Bloor-Danforth,5290,False,ELECTRICAL â OTHER
2025-02-06,06:08,Thursday,KING,PUTR,8,0,S,Line 1 Yonge-University,5577,False,Rail Related Problem
2025-02-06,06:44,Thursday,DONLANDS,MUSC,6,8,W,Line 2 Bloor-Danforth,5191,False,Miscellaneous Speed Control
2025-02-06,12:44,Thursday,KENNEDY BD,EUME,6,10,W,Line 2 Bloor-Danforth,5324,False,RC&S Maintenance Error - (Human)
2025-02-06,14:39,Thursday,KIPLING,EUNT,8,12,E,Line 2 Bloor-Danforth,5179,False,Equipment - No Trouble Found
2025-02-06,14:46,Thursday,QUEEN,PUOPO,4,8,S,Line 1 Yonge-University,5881,False,OPTO (COMMS) Train Door Monitoring
2025-02-06,17:12,Thursday,BROADVIEW,MUIR,3,6,W,Line 2 Bloor-Danforth,5348,True,Injured or ill Customer (On Train) - Medical Aid Refused
2025-02-06,17:32,Thursday,BATHURST,SUAP,8,11,W,Line 2 Bloor-Danforth,5113,True,Assault / Patron Involved
2025-02-06,17:45,Thursday,UNION,MUPAA,3,6,N,Line 1 Yonge-University,5791,True,Passenger Assistance Alarm Activated - No Trouble Found
2025-02-06,17:50,Thursday,PAPE,SUO,3,6,W,Line 2 Bloor-Danforth,5344,True,Passenger Other
2025-02-06,18:16,Thursday,EGLINTON,MUIR,10,13,S,Line 1 Yonge-University,5511,True,Injured or ill Customer (On Train) - Medical Aid Refused
2025-02-06,19:03,Thursday,SPADINA YUS,MUI,12,15,N,Line 1 Yonge-University,6101,False,Injured or ill Customer (On Train) - Transported
2025-02-06,19:07,Thursday,KENNEDY BD,SUO,4,8,W,Line 2 Bloor-Danforth,5021,False,Passenger Other
2025-02-06,19:16,Thursday,WELLESLEY,PUOPO,9,14,N,Line 1 Yonge-University,5541,False,OPTO (COMMS) Train Door Monitoring
2025-02-06,19:28,Thursday,WELLESLEY,PUOPO,4,9,N,Line 1 Yonge-University,6056,False,OPTO (COMMS) Train Door Monitoring
2025-02-06,19:54,Thursday,SHEPPARD,MUPAA,3,9,N,Line 1 Yonge-University,6056,False,Passenger Assistance Alarm Activated - No Trouble Found
2025-02-06,20:46,Thursday,WELLESLEY,PUOPO,6,10,S,Line 1 Yonge-University,5481,False,OPTO (COMMS) Train Door Monitoring
2025-02-06,20:59,Thursday,MAIN STREET,SUO,31,35,E,Line 2 Bloor-Danforth,5160,False,Passenger Other
2025-02-06,21:16,Thursday,YORK UNIVERSITY STATIO,SUDP,21,25,N,Line 1 Yonge-University,5911,False,Disorderly Patron
2025-02-06,21:26,Thursday,KIPLING,MUIR,5,10,E,Line 2 Bloor-Danforth,5114,False,Injured or ill Customer (On Train) - Medical Aid Refused
2025-02-06,22:28,Thursday,OLD MILL,TUOS,4,9,E,Line 2 Bloor-Danforth,5179,False,Operator Overshot Platform
2025-02-06,22:29,Thursday,WARDEN,EUSC,3,8,E,Line 2 Bloor-Danforth,5318,False,Speed Control Equipment  
2025-02-06,22:40,Thursday,WILSON,SUDP,6,11,S,Line 1 Yonge-University,5491,False,Disorderly Patron
2025-02-06,23:18,Thursday,CHESTER,EUNT,4,9,E,Line 2 Bloor-Danforth,5176,False,Equipment - No Trouble Found
2025-02-06,00:10,Thursday,DUNDAS,SUUT,12,18,N,Line 1 Yonge-University,5961,False,Unauthorized at Track Level
2025-02-06,00:26,Thursday,KEELE,PUCSC,101,106,E,Line 2 Bloor-Danforth,5019,False,Signal Control Problem - Signals
2025-02-06,01:32,Thursday,SHEPPARD WEST,MUIRS,12,18,S,Line 1 Yonge-University,0,False,Injured or ill Customer (In Station) - Medical Aid Refused
2025-02-06,01:50,Thursday,QUEEN'S PARK,PUSAC,5,10,S,Line 1 Yonge-University,5516,False,Signals Axle Counter Block Failure
2025-02-06,07:15,Thursday,DON MILLS,PUSNT,3,10,W,Line 4 Sheppard,6161,True,Signal Problem - No Trouble
2025-02-06,14:48,Thursday,BAYVIEW,SUUT,18,25,E,Line 4 Sheppard,6191,False,Unauthorized at Track Level
2025-02-07,05:59,Friday,KING,PUTWZ,10,0,S,Line 1 Yonge-University,5436,False,Work Zone Problems - Track
2025-02-07,06:19,Friday,VICTORIA PARK,PUTIS,8,13,W,Line 2 Bloor-Danforth,5114,False,Ice / Snow Related Problems
2025-02-07,07:26,Friday,KENNEDY BD,EUAC,3,6,W,Line 2 Bloor-Danforth,5040,True,Air Conditioning
